,count,global_frequency,local_frequency,rareness
distinctus,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
claritas,91,2.3168345013828446e-05,2.3168345013828453e-05,-21.345447300091383
pertinacia,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
promoueo,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
tabulatus,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
incognitus,91,2.3168345013828446e-05,2.3168345013828453e-05,-21.345447300091383
discors,91,2.3168345013828446e-05,2.3168345013828453e-05,-21.345447300091383
procerus,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
inflo,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
probrum,91,2.3168345013828446e-05,2.3168345013828446e-05,-21.345447300091383
quonam,91,2.3168345013828446e-05,2.3168345013828446e-05,-21.345447300091383
tabes,91,2.3168345013828446e-05,2.3168345013828446e-05,-21.345447300091383
crista,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
tantundem,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
lector,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
unguentum,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
discepto,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
creta,91,2.3168345013828446e-05,2.3168345013828453e-05,-21.345447300091383
glans,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
cras,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
sudo,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
suppedito,91,2.3168345013828446e-05,2.3168345013828446e-05,-21.345447300091383
ennius,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
alcides,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
hodiernus,91,2.3168345013828446e-05,2.316834501382845e-05,-21.345447300091383
emetior,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
compos,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
lacrimo,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
peruius,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
locatum,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
insolentia,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
intorqueo,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
amoueo,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
feruor,90,2.2913747815874287e-05,2.2913747815874287e-05,-21.367546972464552
insanio,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
absisto,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
affinitas,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
suburbanus,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
palmes,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
communico,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
legens,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
signifer,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
cithara,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
nasus,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
frugalitas,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
uiduus,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
subleuo,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
aestuo,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
obtempero,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
postremus,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
centrum,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
dolium,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
que,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
interiacio,90,2.2913747815874287e-05,2.2913747815874294e-05,-21.367546972464552
dictatura,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
feralis,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
furius,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
prolabor,90,2.2913747815874287e-05,2.291374781587429e-05,-21.367546972464552
iactus,89,2.2659150617920128e-05,2.2659150617920135e-05,-21.389893573660803
insons,89,2.2659150617920128e-05,2.2659150617920128e-05,-21.389893573660803
haudquaquam,89,2.2659150617920128e-05,2.2659150617920128e-05,-21.389893573660803
immortalitas,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
debello,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
collabor,89,2.2659150617920128e-05,2.2659150617920135e-05,-21.389893573660803
obstringo,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
contemplo,89,2.2659150617920128e-05,2.2659150617920135e-05,-21.389893573660803
margo,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
cauea,89,2.2659150617920128e-05,2.2659150617920135e-05,-21.389893573660803
ligneus,89,2.2659150617920128e-05,2.2659150617920135e-05,-21.389893573660803
computo,89,2.2659150617920128e-05,2.2659150617920135e-05,-21.389893573660803
delectus,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
candeo,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
exilis,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
exercitatus,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
persuasio,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
dispositio,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
gyrus,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
positio,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
flauius,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
astus,89,2.2659150617920128e-05,2.2659150617920128e-05,-21.389893573660803
septuaginta,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
triumuir,89,2.2659150617920128e-05,2.2659150617920128e-05,-21.389893573660803
gabinius,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
stygius,89,2.2659150617920128e-05,2.2659150617920135e-05,-21.389893573660803
quotannis,89,2.2659150617920128e-05,2.265915061792013e-05,-21.389893573660803
humor,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
adultus,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
debilis,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
euoluo,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
infigo,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
tigris,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
foedo,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
magnopere,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
iniussu,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
asperitas,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
alte,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
profusus,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
innitor,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
recepto,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
exardeo,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
udus,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
architectus,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
punctum,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
subsellium,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
furtim,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
exagito,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
uerecundus,88,2.240455341996597e-05,2.2404553419965976e-05,-21.41249268416867
physicus,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
testa,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
propositio,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
nihilominus,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
perfuga,88,2.240455341996597e-05,2.2404553419965973e-05,-21.41249268416867
accola,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
statiuus,87,2.214995622201181e-05,2.214995622201181e-05,-21.435350075815915
coruus,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
interdiu,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
hebes,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
excolo,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
cratis,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
constanter,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
fibra,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
diutinus,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
habilis,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
reformido,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
sacrilegus,87,2.214995622201181e-05,2.214995622201181e-05,-21.435350075815915
profanus,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
ferax,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
defessus,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
porcus,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
bassus,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
lectio,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
marmoreus,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
tono,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
obiurgo,87,2.214995622201181e-05,2.2149956222011817e-05,-21.435350075815915
polleo,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
modulus,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
psyche,87,2.214995622201181e-05,2.2149956222011814e-05,-21.435350075815915
conclamo,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
inuiolatus,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
mandatus,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
profundo,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
uitalis,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
alieno,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
percussor,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
hortatus,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
ludicer,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
hio,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
mercator,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
phrygius,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
recognosco,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
restinguo,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
extenuo,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
proclamo,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
lanio,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
pruina,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
edisco,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
tanquam,86,2.189535902405765e-05,2.189535902405765e-05,-21.458471720618068
arrogantia,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
iucunditas,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
consector,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
descriptio,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
peruerto,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
lucretius,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
argi,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
obitus,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
achilles,86,2.189535902405765e-05,2.1895359024057655e-05,-21.458471720618068
fictilis,86,2.189535902405765e-05,2.189535902405766e-05,-21.458471720618068
lancea,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
speculator,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
propulso,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
uobiscum,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
termino,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
recurro,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
praesente,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
infidus,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
pupillus,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
immotus,85,2.1640761826103493e-05,2.1640761826103493e-05,-21.48186380014445
intercido,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
holus,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
blandior,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
usura,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
deliberatio,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
uesta,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
ibidem,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
aequinoctialis,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
spina,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
aerumna,85,2.1640761826103493e-05,2.1640761826103493e-05,-21.48186380014445
facundus,85,2.1640761826103493e-05,2.16407618261035e-05,-21.48186380014445
peroro,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
agrarius,85,2.1640761826103493e-05,2.1640761826103496e-05,-21.48186380014445
eminus,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
inmodicus,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
reparo,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
immobilis,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
cubo,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
semita,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
congrego,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
interrumpo,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
haustus,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
perfugio,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
affor,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
hisco,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
nedum,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
uerendus,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
manipulus,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
simplicitas,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
inopinatus,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
insolens,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
fannius,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
lenitas,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
poema,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
accessus,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
rotundus,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
neptunus,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
canna,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
odiosus,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
pensum,84,2.1386164628149334e-05,2.138616462814934e-05,-21.505532715438456
uestimentum,84,2.1386164628149334e-05,2.1386164628149337e-05,-21.505532715438456
acquiesco,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
campester,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
indo,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
conceptus,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
abscisus,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
pertinaciter,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
clemens,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
monitum,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
crucio,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
iaculor,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
importunus,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
deflecto,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
laboriosus,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
inquietus,83,2.1131567430195175e-05,2.1131567430195175e-05,-21.529485097531886
tumor,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
conuinco,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
resero,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
decerto,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
silex,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
tractatio,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
rixa,83,2.1131567430195175e-05,2.1131567430195182e-05,-21.529485097531886
proscriptio,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
faustus,83,2.1131567430195175e-05,2.113156743019518e-05,-21.529485097531886
praeses,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
incesso,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
discribo,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
deuius,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
permuto,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
incorruptus,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
multiplico,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
propitius,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
femur,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
structura,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
intolerabilis,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
macero,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
supinus,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
indignitas,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
uicesimus,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
socio,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
influo,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
mediocriter,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
campania,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
fulcio,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
serpo,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
respuo,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
effodio,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
emptor,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
lampas,82,2.087697023224102e-05,2.0876970232241023e-05,-21.553727818596577
mathematicus,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
transgressus,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
dicis,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
albucius,82,2.087697023224102e-05,2.087697023224102e-05,-21.553727818596577
phalanx,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
collaudo,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
exedo,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
efficax,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
diuisus,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
octoginta,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
liqueo,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
reticeo,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
aemulatio,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
aduersor,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
incuso,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
nosmet,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
suppleo,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
coorior,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
redux,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
accurro,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
baca,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
piaculum,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
uomo,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
macies,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
paetus,81,2.062237303428686e-05,2.0622373034286857e-05,-21.578268003780206
quatenus,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
impingo,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
opertum,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
tenor,81,2.062237303428686e-05,2.0622373034286864e-05,-21.578268003780206
oppius,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
ploro,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
defensa,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
deformo,81,2.062237303428686e-05,2.0622373034286857e-05,-21.578268003780206
absurdus,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
obstipesco,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
agnus,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
symmetria,81,2.062237303428686e-05,2.062237303428686e-05,-21.578268003780206
alleuo,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
perfringo,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
uescor,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
senus,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
libere,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
proauus,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
quaterni,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
procuro,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
linum,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
docilis,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
effluo,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
roto,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
rado,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
aeternitas,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
tragoedia,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
argutus,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
honorificus,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
latine,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
arca,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
succenseo,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
deminuo,80,2.0367775836332702e-05,2.0367775836332705e-05,-21.60311304377732
afranius,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
palea,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
arellius,80,2.0367775836332702e-05,2.0367775836332702e-05,-21.60311304377732
excurro,79,2.0113178638378543e-05,2.0113178638378543e-05,-21.62827060819104
illido,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
deuerto,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
uenerabilis,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
guttur,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
inquino,79,2.0113178638378543e-05,2.0113178638378543e-05,-21.62827060819104
mentum,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
cancer,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
mendax,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
uocalis,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
prouincialis,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
cluentius,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
impulsus,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
uicissim,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
caecitas,79,2.0113178638378543e-05,2.0113178638378543e-05,-21.62827060819104
exsero,79,2.0113178638378543e-05,2.0113178638378543e-05,-21.62827060819104
succingo,79,2.0113178638378543e-05,2.0113178638378546e-05,-21.62827060819104
reuello,79,2.0113178638378543e-05,2.0113178638378543e-05,-21.62827060819104
commutatio,79,2.0113178638378543e-05,2.0113178638378543e-05,-21.62827060819104
magicus,79,2.0113178638378543e-05,2.0113178638378543e-05,-21.62827060819104
magnificentia,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
mercenarius,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
prudenter,78,1.9858581440424384e-05,1.9858581440424388e-05,-21.6537486597459
explorator,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
conqueror,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
grates,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
cibarius,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
uncus,78,1.9858581440424384e-05,1.9858581440424388e-05,-21.6537486597459
maturitas,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
periurium,78,1.9858581440424384e-05,1.9858581440424388e-05,-21.6537486597459
lepus,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
paco,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
notabilis,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
propinquitas,78,1.9858581440424384e-05,1.9858581440424384e-05,-21.6537486597459
candor,78,1.9858581440424384e-05,1.9858581440424388e-05,-21.6537486597459
