,count,global_frequency,local_frequency,rareness
pacificus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
fiscina,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
corylus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
dumosus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
sulfureus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
tabularium,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
dubium,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
uiresco,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
detexo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
egelidus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
elephans,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
macellum,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
lapidatio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
octuplus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
humaniter,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
laenius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
malitiose,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
spoliatio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
anagninus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
reapse,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
pontificium,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
indigentia,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
attributio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
collocatio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
moderatrix,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
sessio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
nudius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
perpessio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
scriptito,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
tortuosus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
ampius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
insusurro,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
gloriose,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
sortito,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
dubitanter,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
intimus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
paululus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
maelius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
remigro,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
lucellum,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
cohonesto,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
opipare,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
actuosus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
tenebricosus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
atratus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
atellanus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
suauior,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
carnificina,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
palliatus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
duodequadraginta,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
peruello,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
enodo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
umbrifer,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
inaequabilis,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
resaluto,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
trulla,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
uinolentia,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
cubicularius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
inibi,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
defringo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
multifariam,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
peropportunus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
interuiso,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
minusculus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
lecticarius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
aquatio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
latiaris,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
consortio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
extergeo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
promisce,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
auiarium,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
obaeratus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
praeluceo,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
caupona,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
lacunar,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
circumligo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
paphius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
inscendo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
angiportus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
actuarius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
decimius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
tertianus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
psallo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
praependeo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
perstrepo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
carnarius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
piperatus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
choraules,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
lapido,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
peruigilium,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
dama,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
ructus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
primanus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
aquilifer,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
obtentus,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
prodigo,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
deruptus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
quadragensimus,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
saecularis,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
peremptor,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
philippensis,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
perpopulor,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
pampinatio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
fermento,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
condenso,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
generositas,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
metreta,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
febricito,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
cretosus,9,2.291374781587429e-06,2.2913747815874293e-06,-25.972717158452646
torcular,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
scalprum,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
intritus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
incassum,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
subulcus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
impositio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
primigenius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
tenellus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
alimonia,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
fossicius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
edulium,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
laniena,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
sacrificatus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
postumus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
fritillus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
ductio,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
crebriter,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
perimetros,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
lautia,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
speculatorius,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
uelitor,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
sublimo,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
scitulus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
ubertim,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
quantumuis,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
sumministro,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
impastus,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
intractabilis,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
uercingetorix,9,2.291374781587429e-06,2.291374781587429e-06,-25.972717158452646
bactrianus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
acinaces,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
clipeatus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
euerbero,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
abscissa,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
adnexus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
diuerbero,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
ludificor,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
fluuiatilis,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
percuro,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
subiecto,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
stuppa,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
obloquor,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
sarisa,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
humi,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
arctophylax,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
nodo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
superemineo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
lupatus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
nubigena,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
flexilis,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
uappa,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
abortus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
illicitus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
psephisma,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
lenocinor,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
octogensimus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
delegatus,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
areola,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
praenuntius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
nonius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
commissio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
inerro,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
magnanimitas,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
polite,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
austeritas,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
septemuir,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
impulsor,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
inurbanus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
andron,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
ducenties,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
confidenter,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
uenatorius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
sanguinarius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
dulciter,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
testificatio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
percoquo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
podium,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
enodis,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
conditorium,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
gentilicius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
liburnicus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
acor,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
heroum,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
adnato,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
translaticius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
subex,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
instructio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
frugaliter,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
honorarius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
inhospitalis,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
sexies,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
incertum,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
polypus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
chimaera,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
spiraculum,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
locusta,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
insectus,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
raphanus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
origanum,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
phalera,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
cimex,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
cerussa,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
allatro,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
scateo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
tauricus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
echo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
aceruo,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
sphinx,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
cynosura,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
talpa,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
ren,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
sugo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
hebenus,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
pala,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
frondeus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
harundinetum,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
epidius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
coriandrum,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
coronarius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
uinaceum,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
aurifex,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
iacchus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
contiguus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
interpositus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
undeuiginti,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
multiplicatio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
praenuntio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
piraeeus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
octogeni,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
babylon,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
sutrinus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
amyclae,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
intercurro,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
scyllaeus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
hesperis,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
nugor,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
orca,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
lagena,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
natalicius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
trabeatus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
obstipus,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
pulmentarium,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
deunx,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
catasta,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
egressio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
interiectio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
infitiatio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
euidentia,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
stuprator,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
reticentia,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
tibicina,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
dissimulator,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
unctio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
accidentia,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
proximitas,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
circumlitus,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
marcianus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
hexameter,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
perdoceo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
agnitio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
transformo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
noctiuagus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
deridiculus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
dedoceo,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
sagaciter,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
diffiteor,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
derisor,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
eboreus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
uictoriatus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
colaphus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
inspoliatus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
assumptiuus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
enutrio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
compressio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
petulanter,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
expugnator,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
inconcessus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
tussio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
immoderate,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
complodo,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
quantuslibet,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
triumuiralis,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
sodalicius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
libitina,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
ofella,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
harpe,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
reuomo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
horrisonus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
innubus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
tegeaeus,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
uirgatus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
soporus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
candentia,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
uenatrix,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
superabilis,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
ignipotens,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
laetabilis,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
phalanga,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
proflo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
redimiculum,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
proclamatio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
palmaris,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
pugnator,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
nundinor,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
altaria,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
cinyra,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
persephone,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
pauefactus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
nexilis,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
armipotens,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
colona,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
stiua,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
liquido,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
talarius,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
uastator,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
rasilis,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
recuruo,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
lardum,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
sceptrifer,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
nostras,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
osseus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
praetextus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
deuasto,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
refugium,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
bifurcus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
adrigo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
reualesco,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
mareoticus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
intibum,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
tantalos,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
intepesco,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
durities,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
mendum,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
cancellus,8,2.03677758363327e-06,2.0367775836332704e-06,-26.20828322976541
thalia,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
castalius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
nutricius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
cloelius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
indisertus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
uexator,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
alicunde,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
deprauatio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
peruestigo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
exornatio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
congressio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
auctionor,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
impolitus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
aquinius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
decisio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
consecratio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
caesium,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
perparuus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
cispius,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
humane,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
hoc,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
nummulus,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
condoleo,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
procreatio,8,2.03677758363327e-06,2.03677758363327e-06,-26.20828322976541
